Gene ID,Homologs,Symbol,NCBI Gene ID,HGNC,Description,Category,Score,Evidence,Notes
ENSG00000145439,ENSG00000145439 ENSDARG00000009074 ENSMUSG00000031641 ENSRNOG00000024411 ,CBR4,84869,HGNC:25891,carbonyl reductase 4,Known mitochondrial,1,PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.52485 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | ,"Literature; PMID: 19000905, PMID: 19571038"
ENSG00000145494,ENSG00000145494 ENSDARG00000056583 ENSMUSG00000021606 ENSRNOG00000049394 ,NDUFS6,4726,HGNC:7713,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15507458_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 7 | MTS_Mean: 0.8667125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.966 | ,Characterised; Metabolic model; 
ENSG00000145832,ENSG00000145832 ENSDARG00000021250 ENSMUSG00000021509 ENSRNOG00000012040 SPAC4G9.20c YPR058W ,SLC25A48,153328,HGNC:30451,"solute carrier family 25, member 48",Known mitochondrial,0.876985256,MTS_Mean: 0.01565 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.6 | ,OMIM:616150
ENSG00000145982,ENSG00000145982 ENSDARG00000091247 ENSMUSG00000021420 ENSRNOG00000016135 ,FARS2,10667,HGNC:21062,"phenylalanyl-tRNA synthetase 2, mitochondrial",Known mitochondrial,0.999999984,PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.3753625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.75 | ,Characterised
ENSG00000146066,ENSG00000146066 ENSDARG00000052371 ENSMUSG00000025868 ENSRNOG00000017372 ,HIGD2A,192286,HGNC:28311,"HIG1 hypoxia inducible domain family, member 2A",Known mitochondrial,0.996731131,PMID18348319_heart_0: 1 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.02938125 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.6 | ,Characterised
ENSG00000146085,ENSG00000146085 ENSDARG00000060554 ENSMUSG00000023921 ENSRNOG00000050843 ,MUT,4594,HGNC:7526,methylmalonyl CoA mutase,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.68830625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000146282,ENSG00000146282 ENSDARG00000032277 ENSMUSG00000028292 ENSRNOG00000008643 ,RARS2,57038,HGNC:21406,"arginyl-tRNA synthetase 2, mitochondrial",Known mitochondrial,0.999999995,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.54264375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.439 | ,Characterised
ENSG00000146410,ENSG00000146410 ENSDARG00000060394 ENSMUSG00000019992 ,MTFR2,113115,HGNC:21115,mitochondrial fission regulator 2,Known mitochondrial,0.941464373,PMID24708184_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.0647875 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | ,Characterised
ENSG00000146701,ENSG00000146701 ENSDARG00000043371 ENSMUSG00000019179 ENSRNOG00000001440 SPCC306.08c YKL085W ,MDH2,4191,HGNC:6971,"malate dehydrogenase 2, NAD (mitochondrial)",Known mitochondrial,0.999997107,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID17000643_Sum: 3 | PMID21189371_mammary_gland_0: 1 | PMID21360670_skeletal_muscle_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 4 | MS_Liver_Sum: 11 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 8 | MTS_Mean: 0.9707875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000146729,ENSG00000146729 ENSDARG00000007264 ENSMUSG00000029432 ENSRNOG00000023919 ,GBAS,2631,HGNC:4179,glioblastoma amplified sequence,Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 7 | MTS_Mean: 0.9674875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.5 | ,APEX; PMID:23371551
ENSG00000147123,ENSG00000147123 ENSDARG00000043467 ENSMUSG00000031059 ENSRNOG00000008329 ,NDUFB11,54539,HGNC:20372,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.95979375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000147162,ENSG00000147162 ENSDARG00000105243 ENSMUSG00000034160 ENSRNOG00000003359 ,OGT,8473,HGNC:8127,O-linked N-acetylglucosamine (GlcNAc) transferase,Known mitochondrial,0.433857051,PMID26450961_Sum: 3 | MS_Brain_Sum: 3 | MTS_Mean: 0.06405 | hela_subcell_location_NotMitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.25 | ,Literature; PMID:24995978
ENSG00000147454,ENSG00000147454 ENSDARG00000073743 ENSMUSG00000034248 ENSRNOG00000015495 ,SLC25A37,51312,HGNC:29786,"solute carrier family 25 (mitochondrial iron transporter), member 37",Known mitochondrial,0.996037269,MTS_Mean: 0.11446875 | compartments_knowledge_difference: 2.2 | Comm_Mito_Ratio: 1 | ,Metabolic model
ENSG00000147465,ENSG00000147465 ENSDARG00000006137 ENSMUSG00000031574 ENSRNOG00000015052 ,STAR,6770,HGNC:11359,steroidogenic acute regulatory protein,Known mitochondrial,0.990305124,PMID26450961_Sum: 1 | MTS_Mean: 0.63565 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.429 | ,Characterised
ENSG00000147471,ENSG00000147471 ENSDARG00000060288 ENSMUSG00000031485 ENSRNOG00000013751 SPAC644.09 YBL036C ,PROSC,11212,HGNC:9457,proline synthetase co-transcribed homolog (bacterial),Known mitochondrial,0.991208518,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.325425 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.4 | ,APEX; PMID:23371551
ENSG00000147576,ENSG00000147576 ENSDARG00000053518 ENSMUSG00000025911 ENSRNOG00000007069 SPAC5H10.06c YGL256W ,ADHFE1,137872,HGNC:16354,"alcohol dehydrogenase, iron containing, 1",Known mitochondrial,0.999999999,PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 6 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.7939125 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 0.905 | ,Literature; PMID:17559793
ENSG00000147586,ENSG00000147586 ENSDARG00000041538 ENSMUSG00000040269 ENSRNOG00000032630 ,MRPS28,28957,HGNC:14513,mitochondrial ribosomal protein S28,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.7097125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.882 | ,Characterised
ENSG00000147684,ENSG00000147684 ENSDARG00000041314 ENSMUSG00000022354 ENSRNOG00000009364 ,NDUFB9,4715,HGNC:7704,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa",Known mitochondrial,0.999999987,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.564675 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000147853,ENSG00000147853 ENSDARG00000058226 ENSMUSG00000024782 ENSRNOG00000052506 ,AK3,50808,HGNC:17376,adenylate kinase 3,Known mitochondrial,0.999999944,PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID21360670_skeletal_muscle_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.6536375 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.652 | ,Characterised; Metabolic model; 
ENSG00000148090,ENSG00000148090 ENSDARG00000042975 ENSMUSG00000021460 ENSRNOG00000011684 ,AUH,549,HGNC:890,AU RNA binding protein/enoyl-CoA hydratase,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.7708125 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.867 | ,Characterised; Metabolic model; 
ENSG00000148187,ENSG00000148187 ENSDARG00000034174 ENSMUSG00000026887 ENSRNOG00000025997 ,MRRF,92399,HGNC:7234,mitochondrial ribosome recycling factor,Known mitochondrial,1,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.84361875 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.9 | ,Characterised; APEX; PMID:23371551
ENSG00000148290,ENSG00000148290 ENSDARG00000003592 ENSMUSG00000015790 ENSRNOG00000005247 SPBC1215.01 YGR112W ,SURF1,0,HGNC:11474,surfeit 1,Known mitochondrial,1,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.8376375 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.4 | Comm_Mito_Ratio: 1 | ,OMIM:185620
ENSG00000148334,ENSG00000148334 ENSDARG00000068415 ENSMUSG00000026820 ENSRNOG00000014050 ,PTGES2,80142,HGNC:17822,prostaglandin E synthase 2,Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.72810625 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.833 | ,APEX; PMID:23371551; PMID:25002142
ENSG00000148339,ENSG00000148339 ENSDARG00000035468 ENSMUSG00000026819 ENSRNOG00000014338 SPAC17H9.08 YHR002W ,SLC25A25,114789,HGNC:20663,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25",Known mitochondrial,0.999999422,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Liver_Sum: 2 | MTS_Mean: 0.039625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | ,Characterised
ENSG00000148450,ENSG00000148450 ENSDARG00000018459 ENSMUSG00000023094 ENSRNOG00000016873 ,MSRB2,22921,HGNC:17061,methionine sulfoxide reductase B2,Known mitochondrial,0.999999981,PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.9301125 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.471 | ,Characterised
ENSG00000148459,ENSG00000148459 ENSDARG00000017910 ENSMUSG00000026784 ENSRNOG00000048849 SPBPJ4664.01 YBR003W ,PDSS1,23590,HGNC:17759,"prenyl (decaprenyl) diphosphate synthase, subunit 1",Known mitochondrial,0.999998841,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.805575 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | ,OMIM:607429
ENSG00000148672,ENSG00000148672 ENSDARG00000008816 ENSMUSG00000021794 ENSRNOG00000057367 SPCC622.12c YAL062W ,GLUD1,2746,HGNC:4335,glutamate dehydrogenase 1,Known mitochondrial,0.999999246,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 4 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 12 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 5 | MTS_Mean: 0.51759375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.714 | ,Characterised; Metabolic model; 
ENSG00000148824,ENSG00000148824 ENSDARG00000069386 ENSMUSG00000039018 ENSRNOG00000018860 ,MTG1,92170,HGNC:32159,mitochondrial ribosome-associated GTPase 1,Known mitochondrial,0.996859239,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 2 | MTS_Mean: 0.35425 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.071 | ,Characterised; APEX; PMID:23371551
ENSG00000148950,ENSG00000148950 ENSDARG00000045935 ENSMUSG00000042670 ENSRNOG00000004829 SPBC2D10.07c YMR150C ,IMMP1L,196294,HGNC:26317,inner mitochondrial membrane peptidase subunit 1,Known mitochondrial,0.956662324,PMID26450961_Sum: 1 | MTS_Mean: 0.201775 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | ,Characterised
ENSG00000149124,ENSG00000149124 ENSMUSG00000063683 ENSRNOG00000012142 ,GLYAT,10249,HGNC:13734,glycine-N-acyltransferase,Known mitochondrial,0.996687995,PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 4 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MTS_Mean: 0.1352 | compartments_knowledge_difference: 0.8 | Comm_Mito_Ratio: 0.889 | ,OMIM:607424
ENSG00000149273,ENSG00000149273 ENSDARG00000103007 ENSMUSG00000030744 ENSRNOG00000017418 SPBC16G5.14c YNL178W ,RPS3,6188,HGNC:10420,ribosomal protein S3,Known mitochondrial,0.992001188,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID16615898_Sum: 3 | PMID17000643_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.09225625 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.787 | ,Literature; PMID: 23911537
