Protein	Gene.ID	Gene	Status	CAFA
3619	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3620	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3621	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3624	Q6P1X6	ENSG00000213563	C8orf82	Known mitochondrial	NA
3625	Q6P1X6	ENSG00000213563	C8orf82	Known mitochondrial	NA
3626	Q6P2I3	ENSG00000144199	FAHD2B	Known mitochondrial	NA
3627	Q6P444	ENSG00000146410	MTFR2	Known mitochondrial	NA
3628	Q6P444	ENSG00000146410	MTFR2	Known mitochondrial	NA
3629	Q6P461	ENSG00000173124	ACSM6	Known mitochondrial	NA
3630	Q6P461	ENSG00000173124	ACSM6	Known mitochondrial	NA
3631	Q6P461	ENSG00000173124	ACSM6	Known mitochondrial	NA
3637	Q6P4H8	ENSG00000150756	FAM173B	Predicted mitochondrial	NA
3638	Q6P4H8	ENSG00000150756	FAM173B	Predicted mitochondrial	NA
3642	Q6P995	ENSG00000144369	FAM171B	Predicted mitochondrial	NA
3643	Q6P995	ENSG00000144369	FAM171B	Predicted mitochondrial	NA
3646	Q6PIV7	ENSG00000162461	SLC25A34	Known mitochondrial	NA
3647	Q6PJ21	ENSG00000162032	SPSB3	Predicted mitochondrial	NA
3648	Q6PJ89	ENSG00000136758	YME1L1	Known mitochondrial	NA
3649	Q6PKX4	ENSG00000206052	DOK6	Predicted mitochondrial	NA
3651	Q6Q0C1	ENSG00000140107	SLC25A47	Predicted mitochondrial	NA
3652	Q6Q0C1	ENSG00000140107	SLC25A47	Predicted mitochondrial	NA
3653	Q6QEF8	ENSG00000167549	CORO6	Predicted mitochondrial	NA
3654	Q6QEF8	ENSG00000167549	CORO6	Predicted mitochondrial	NA
3655	Q6QEF8	ENSG00000167549	CORO6	Predicted mitochondrial	NA
3656	Q6QEF8	ENSG00000167549	CORO6	Predicted mitochondrial	NA
3657	Q6QEF8	ENSG00000167549	CORO6	Predicted mitochondrial	NA
3665	Q6TCH8	ENSG00000151376	ME3	Known mitochondrial	NA
3671	Q6UXN7	ENSG00000196860	TOMM20L	Known mitochondrial	NA
3673	Q6X734	ENSG00000196290	NIF3L1	Known mitochondrial	NA
3677	Q6YP21	ENSG00000137944	KYAT3	Known mitochondrial	NA
3678	Q6YP21	ENSG00000137944	KYAT3	Known mitochondrial	NA
3679	Q6YP21	ENSG00000137944	KYAT3	Known mitochondrial	NA
3680	Q6ZRQ1	ENSG00000117481	NSUN4	Known mitochondrial	NA
3681	Q6ZT89	ENSG00000145832	SLC25A48	Known mitochondrial	NA
3682	Q6ZT89	ENSG00000145832	SLC25A48	Known mitochondrial	NA
3683	Q6ZT89	ENSG00000145832	SLC25A48	Known mitochondrial	NA
3684	Q6ZVX9	ENSG00000188582	PAQR9	Predicted mitochondrial	NA
3685	Q6ZW05	ENSG00000244694	PTCHD4	Predicted mitochondrial	NA
3686	Q6ZW05	ENSG00000244694	PTCHD4	Predicted mitochondrial	NA
3687	Q6ZW05	ENSG00000244694	PTCHD4	Predicted mitochondrial	NA
3688	Q6ZW05	ENSG00000244694	PTCHD4	Predicted mitochondrial	NA
3689	Q6ZXV5	ENSG00000139324	TMTC3	Predicted mitochondrial	NA
3690	Q6ZXV5	ENSG00000139324	TMTC3	Predicted mitochondrial	NA
3698	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3699	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3700	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3701	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3702	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3703	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3704	Q70EL1	ENSG00000166348	USP54	Predicted mitochondrial	NA
3710	Q76B58	ENSG00000162670	BRINP3	Known mitochondrial	NA
3711	Q76B58	ENSG00000162670	BRINP3	Known mitochondrial	NA
3713	Q7KZJ0	ENSG00000108384	RAD51C	Known mitochondrial	NA
3720	Q7L311	ENSG00000184867	ARMCX2	Predicted mitochondrial	NA
3721	Q7L3T8	ENSG00000162396	PARS2	Known mitochondrial	NA
3728	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3729	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3730	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3731	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3732	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3733	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3734	Q7L5Y1	ENSG00000132199	ENOSF1	Known mitochondrial	NA
3735	Q7L7V1	ENSG00000089876	DHX32	Known mitochondrial	NA
3736	Q7L7V1	ENSG00000089876	DHX32	Known mitochondrial	NA
3753	Q7Z3A0	ENSG00000124523	SIRT5	Known mitochondrial	NA
3754	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3755	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3756	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3757	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3758	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3759	Q7Z3D6	ENSG00000133943	C14orf159	Known mitochondrial	NA
3760	Q7Z3V4	ENSG00000151148	UBE3B	Predicted mitochondrial	NA
3761	Q7Z3V4	ENSG00000151148	UBE3B	Predicted mitochondrial	NA
3762	Q7Z3V4	ENSG00000151148	UBE3B	Predicted mitochondrial	NA
3771	Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial	NA
3772	Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial	NA
3773	Q7Z4G4	ENSG00000066651	TRMT11	Known mitochondrial	NA
3778	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3779	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3780	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3781	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3782	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3783	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3784	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3785	Q7Z4T9	ENSG00000183833	MAATS1	Known mitochondrial	NA
3788	Q7Z5L4	ENSG00000166118	SPATA19	Known mitochondrial	NA
3789	Q7Z695	ENSG00000133597	ADCK2	Predicted mitochondrial	NA
3791	Q7Z7A3	ENSG00000142544	CTU1	Predicted mitochondrial	NA
3796	Q7Z7K0	ENSG00000187118	CMC1	Known mitochondrial	NA
3798	Q86TL0	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
3799	Q86TL0	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
3804	Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial	NA
3805	Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial	NA
3806	Q86TW2	ENSG00000063761	ADCK1	Predicted mitochondrial	NA
3808	Q86TZ5	ENSG00000100445	SDR39U1	Predicted mitochondrial	NA
3809	Q86U28	ENSG00000165898	ISCA2	Known mitochondrial	NA
3810	Q86U28	ENSG00000165898	ISCA2	Known mitochondrial	NA
3811	Q86U38	ENSG00000196943	NOP9	Predicted mitochondrial	NA
3812	Q86U38	ENSG00000196943	NOP9	Predicted mitochondrial	NA
3813	Q86U90	ENSG00000196449	YRDC	Known mitochondrial	NA
3814	Q86UC2	ENSG00000130363	RSPH3	Predicted mitochondrial	NA
3815	Q86UC2	ENSG00000130363	RSPH3	Predicted mitochondrial	NA
3818	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3819	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3820	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3821	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3822	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3823	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3824	Q86UQ4	ENSG00000179869	ABCA13	Predicted mitochondrial	NA
3834	Q86VU5	ENSG00000165644	COMTD1	Predicted mitochondrial	NA
3837	Q86WC6	ENSG00000182676	PPP1R27	Predicted mitochondrial	NA
3840	Q86WU2	ENSG00000166816	LDHD	Known mitochondrial	NA
3841	Q86WU2	ENSG00000166816	LDHD	Known mitochondrial	NA
3842	Q86WV2	ENSG00000131143	COX4I1	Known mitochondrial	NA
3853	Q86XE3	ENSG00000155970	MICU3	Known mitochondrial	NA
3864	Q86Y79	ENSG00000187024	PTRH1	Known mitochondrial	NA
3865	Q86YB7	ENSG00000121310	ECHDC2	Known mitochondrial	NA
3866	Q86YB7	ENSG00000121310	ECHDC2	Known mitochondrial	NA
3869	Q8IUA7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
3870	Q8IUA7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
3871	Q8IUA7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
3872	Q8IUA7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
3873	Q8IUA7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
3874	Q8IUF1	ENSG00000136682	CBWD2	Predicted mitochondrial	NA
3875	Q8IUN7	ENSG00000172955	ADH6	Predicted mitochondrial	NA
3876	Q8IUR5	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
3877	Q8IUR5	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
3878	Q8IUR5	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
3879	Q8IUR5	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
3880	Q8IUR5	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
3881	Q8IUW3	ENSG00000158792	SPATA2L	Predicted mitochondrial	NA
3882	Q8IUW3	ENSG00000158792	SPATA2L	Predicted mitochondrial	NA
3891	Q8IV42	ENSG00000179988	PSTK	Predicted mitochondrial	NA
3892	Q8IV42	ENSG00000179988	PSTK	Predicted mitochondrial	NA
3893	Q8IV50	ENSG00000140280	LYSMD2	Predicted mitochondrial	NA
3894	Q8IV50	ENSG00000140280	LYSMD2	Predicted mitochondrial	NA
3928	Q8IWM3	ENSG00000182346	DAOA	Known mitochondrial	NA
3933	Q8IWZ5	ENSG00000155890	TRIM42	Predicted mitochondrial	NA
3934	Q8IWZ5	ENSG00000155890	TRIM42	Predicted mitochondrial	NA
3948	Q8IY64	ENSG00000163738	MTHFD2L	Known mitochondrial	NA
3955	Q8IZ73	ENSG00000166133	RPUSD2	Predicted mitochondrial	NA
3956	Q8IZ73	ENSG00000166133	RPUSD2	Predicted mitochondrial	NA
3957	Q8IZY5	ENSG00000259571	BLID	Known mitochondrial	NA
3961	Q8N0V3	ENSG00000101546	RBFA	Known mitochondrial	NA
3962	Q8N0V3	ENSG00000101546	RBFA	Known mitochondrial	NA
3963	Q8N0X4	ENSG00000125246	CLYBL	Known mitochondrial	NA
3964	Q8N0X4	ENSG00000125246	CLYBL	Known mitochondrial	NA
3968	Q8N111	ENSG00000184524	CEND1	Predicted mitochondrial	NA
3971	Q8N1B9	ENSG00000130414	NDUFA10	Known mitochondrial	NA
3974	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3975	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3976	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3977	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3978	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3979	Q8N2F6	ENSG00000170632	ARMC10	Known mitochondrial	NA
3980	Q8N2H3	ENSG00000119943	PYROXD2	Predicted mitochondrial	NA
3993	Q8N413	ENSG00000162241	SLC25A45	Known mitochondrial	NA
3994	Q8N413	ENSG00000162241	SLC25A45	Known mitochondrial	NA
3995	Q8N413	ENSG00000162241	SLC25A45	Known mitochondrial	NA
3996	Q8N413	ENSG00000162241	SLC25A45	Known mitochondrial	NA
3997	Q8N442	ENSG00000151806	GUF1	Known mitochondrial	NA
4009	Q8N4Q0	ENSG00000180011	ZADH2	Predicted mitochondrial	NA
4010	Q8N4Q0	ENSG00000180011	ZADH2	Predicted mitochondrial	NA
4015	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4016	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4017	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4018	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4019	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4020	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4021	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4022	Q8N573	ENSG00000164830	OXR1	Known mitochondrial	NA
4023	Q8N5C6	ENSG00000068784	SRBD1	Predicted mitochondrial	NA
4024	Q8N5C6	ENSG00000068784	SRBD1	Predicted mitochondrial	NA
4025	Q8N5G0	ENSG00000250317	SMIM20	Predicted mitochondrial	NA
4026	Q8N5G0	ENSG00000250317	SMIM20	Predicted mitochondrial	NA
4031	Q8N5S1	ENSG00000181240	SLC25A41	Known mitochondrial	NA
4032	Q8N5S1	ENSG00000181240	SLC25A41	Known mitochondrial	NA
4035	Q8N6Z2	ENSG00000120662	MTRF1	Known mitochondrial	NA
4036	Q8N7F7	ENSG00000186150	UBL4B	Predicted mitochondrial	NA
4037	Q8N7X0	ENSG00000118492	ADGB	Predicted mitochondrial	NA
4038	Q8N7X0	ENSG00000118492	ADGB	Predicted mitochondrial	NA
4043	Q8N8R3	ENSG00000197119	SLC25A29	Known mitochondrial	NA
4044	Q8N8R3	ENSG00000197119	SLC25A29	Known mitochondrial	NA
4045	Q8N8R3	ENSG00000197119	SLC25A29	Known mitochondrial	NA
4046	Q8N8R5	ENSG00000178074	C2orf69	Known mitochondrial	NA
4047	Q8N945	ENSG00000186314	PRELID2	Predicted mitochondrial	NA
4048	Q8N945	ENSG00000186314	PRELID2	Predicted mitochondrial	NA
4049	Q8N945	ENSG00000186314	PRELID2	Predicted mitochondrial	NA
4060	Q8NA23	ENSG00000148225	WDR31	Predicted mitochondrial	NA
4061	Q8NA23	ENSG00000148225	WDR31	Predicted mitochondrial	NA
4078	Q8NCU4	ENSG00000163617	CCDC191	Predicted mitochondrial	NA
4079	Q8NCU4	ENSG00000163617	CCDC191	Predicted mitochondrial	NA
4091	Q8NEP7	ENSG00000162755	KLHDC9	Predicted mitochondrial	NA
4092	Q8NEP7	ENSG00000162755	KLHDC9	Predicted mitochondrial	NA
4093	Q8NEP7	ENSG00000162755	KLHDC9	Predicted mitochondrial	NA
4107	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4108	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4109	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4110	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4111	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4112	Q8NFV4	ENSG00000106077	ABHD11	Known mitochondrial	NA
4116	Q8NI37	ENSG00000196850	PPTC7	Known mitochondrial	NA
4124	Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial	NA
4125	Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial	NA
4126	Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial	NA
4127	Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial	NA
4134	Q8TBB7	ENSG00000139990	DCAF5	Predicted mitochondrial	NA
4135	Q8TBP6	ENSG00000075303	SLC25A40	Known mitochondrial	NA
4136	Q8TBZ9	ENSG00000164645	TEX47	Predicted mitochondrial	NA
4137	Q8TC57	ENSG00000159374	M1AP	Predicted mitochondrial	NA
4138	Q8TC57	ENSG00000159374	M1AP	Predicted mitochondrial	NA
4139	Q8TC57	ENSG00000159374	M1AP	Predicted mitochondrial	NA
4140	Q8TC57	ENSG00000159374	M1AP	Predicted mitochondrial	NA
4149	Q8TD22	ENSG00000144040	SFXN5	Known mitochondrial	NA
4152	Q8TD49	ENSG00000197006	METTL9	Predicted mitochondrial	NA
4157	Q8TEW6	ENSG00000125170	DOK4	Predicted mitochondrial	NA
4158	Q8TF08	ENSG00000170516	COX7B2	Known mitochondrial	NA
4159	Q8WTR2	ENSG00000162999	DUSP19	Predicted mitochondrial	NA
4160	Q8WTR2	ENSG00000162999	DUSP19	Predicted mitochondrial	NA
4161	Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial	NA
4162	Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial	NA
4163	Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial	NA
4167	Q8WUT9	ENSG00000077713	SLC25A43	Known mitochondrial	NA
4168	Q8WUT9	ENSG00000077713	SLC25A43	Known mitochondrial	NA
4172	Q8WV74	ENSG00000167799	NUDT8	Known mitochondrial	NA
4173	Q8WV74	ENSG00000167799	NUDT8	Known mitochondrial	NA
4174	Q8WV90	ENSG00000244005	NFS1	Known mitochondrial	NA
4175	Q8WV93	ENSG00000135537	AFG1L	Known mitochondrial	NA
4178	Q8WVI0	ENSG00000168273	SMIM4	Predicted mitochondrial	NA
4181	Q8WWC4	ENSG00000162972	MAIP1	Known mitochondrial	NA
4188	Q8WWV3	ENSG00000130347	RTN4IP1	Known mitochondrial	NA
4189	Q8WWV3	ENSG00000130347	RTN4IP1	Known mitochondrial	NA
4190	Q8WWV3	ENSG00000130347	RTN4IP1	Known mitochondrial	NA
4192	Q8WXQ4	ENSG00000125375	ATP5S	Known mitochondrial	NA
4194	Q8WYH2	ENSG00000115468	EFHD1	Known mitochondrial	NA
4201	Q92544	ENSG00000101337	TM9SF4	Predicted mitochondrial	NA
4250	Q96A46	ENSG00000155287	SLC25A28	Known mitochondrial	NA
4251	Q96A46	ENSG00000155287	SLC25A28	Known mitochondrial	NA
4252	Q96A46	ENSG00000155287	SLC25A28	Known mitochondrial	NA
4253	Q96A73	ENSG00000122203	KIAA1191	Predicted mitochondrial	NA
4254	Q96A73	ENSG00000122203	KIAA1191	Predicted mitochondrial	NA
4255	Q96A73	ENSG00000122203	KIAA1191	Predicted mitochondrial	NA
4268	Q96AY3	ENSG00000141756	FKBP10	Known mitochondrial	NA
4269	Q96AY3	ENSG00000141756	FKBP10	Known mitochondrial	NA
4273	Q96BQ5	ENSG00000164366	CCDC127	Known mitochondrial	NA
4274	Q96BR5	ENSG00000162377	COA7	Known mitochondrial	NA
4275	Q96BW9	ENSG00000144559	TAMM41	Known mitochondrial	NA
4276	Q96BW9	ENSG00000144559	TAMM41	Known mitochondrial	NA
4277	Q96BW9	ENSG00000144559	TAMM41	Known mitochondrial	NA
4278	Q96BY7	ENSG00000066739	ATG2B	Predicted mitochondrial	NA
4288	Q96CM3	ENSG00000165526	RPUSD4	Known mitochondrial	NA
4289	Q96CM3	ENSG00000165526	RPUSD4	Known mitochondrial	NA
4290	Q96CM4	ENSG00000171773	NXNL1	Known mitochondrial	NA
4295	Q96CN4	ENSG00000142459	EVI5L	Predicted mitochondrial	NA
4296	Q96CN4	ENSG00000142459	EVI5L	Predicted mitochondrial	NA
4301	Q96CT2	ENSG00000119771	KLHL29	Predicted mitochondrial	NA
4302	Q96CT2	ENSG00000119771	KLHL29	Predicted mitochondrial	NA
4308	Q96D53	ENSG00000123815	COQ8B	Known mitochondrial	NA
4309	Q96D53	ENSG00000123815	COQ8B	Known mitochondrial	NA
4312	Q96DB5	ENSG00000176623	RMDN1	Known mitochondrial	NA
4313	Q96DB5	ENSG00000176623	RMDN1	Known mitochondrial	NA
4314	Q96DB5	ENSG00000176623	RMDN1	Known mitochondrial	NA
4315	Q96DC0	ENSG00000167969	ECI1	Known mitochondrial	NA
4316	Q96DC8	ENSG00000134463	ECHDC3	Known mitochondrial	NA
4317	Q96DC8	ENSG00000134463	ECHDC3	Known mitochondrial	NA
4318	Q96DP5	ENSG00000103707	MTFMT	Known mitochondrial	NA
4319	Q96DP5	ENSG00000103707	MTFMT	Known mitochondrial	NA
4320	Q96DU9	ENSG00000174740	PABPC5	Known mitochondrial	NA
4321	Q96DU9	ENSG00000174740	PABPC5	Known mitochondrial	NA
4324	Q96DW6	ENSG00000144659	SLC25A38	Known mitochondrial	NA
4325	Q96DX5	ENSG00000102048	ASB9	Known mitochondrial	NA
4326	Q96DX5	ENSG00000102048	ASB9	Known mitochondrial	NA
4327	Q96DX5	ENSG00000102048	ASB9	Known mitochondrial	NA
4346	Q96EX1	ENSG00000163866	SMIM12	Predicted mitochondrial	NA
4357	Q96FY5	ENSG00000110011	DNAJC4	Predicted mitochondrial	NA
4360	Q96GE9	ENSG00000137038	TMEM261	Predicted mitochondrial	NA
4361	Q96GE9	ENSG00000137038	TMEM261	Predicted mitochondrial	NA
4364	Q96GJ1	ENSG00000188917	TRMT2B	Known mitochondrial	NA
4365	Q96GJ1	ENSG00000188917	TRMT2B	Known mitochondrial	NA
4366	Q96GJ1	ENSG00000188917	TRMT2B	Known mitochondrial	NA
4367	Q96GK7	ENSG00000115042	FAHD2A	Known mitochondrial	NA
4368	Q96GW1	ENSG00000166598	HSP90B1	Predicted mitochondrial	NA
4374	Q96H78	ENSG00000160785	SLC25A44	Known mitochondrial	NA
4377	Q96HJ9	ENSG00000164898	FMC1	Known mitochondrial	NA
4378	Q96HJ9	ENSG00000164898	FMC1	Known mitochondrial	NA
4379	Q96HP4	ENSG00000154814	OXNAD1	Known mitochondrial	NA
4385	Q96I45	ENSG00000244187	TMEM141	Predicted mitochondrial	NA
4386	Q96I51	ENSG00000274523	RCC1L	Known mitochondrial	NA
4387	Q96I51	ENSG00000274523	RCC1L	Known mitochondrial	NA
4388	Q96I51	ENSG00000274523	RCC1L	Known mitochondrial	NA
4391	Q96I63	ENSG00000136758	YME1L1	Known mitochondrial	NA
4394	Q96IK0	ENSG00000091947	TMEM101	Predicted mitochondrial	NA
4395	Q96IL0	ENSG00000256053	APOPT1	Known mitochondrial	NA
4396	Q96IR7	ENSG00000186603	HPDL	Predicted mitochondrial	NA
4398	Q96J65	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
4399	Q96J65	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
4400	Q96J65	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
4401	Q96J65	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
4402	Q96J65	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
4406	Q96JX3	ENSG00000122335	SERAC1	Known mitochondrial	NA
4407	Q96JX3	ENSG00000122335	SERAC1	Known mitochondrial	NA
4408	Q96JX3	ENSG00000122335	SERAC1	Known mitochondrial	NA
4409	Q96K37	ENSG00000127526	SLC35E1	Predicted mitochondrial	NA
4410	Q96K37	ENSG00000127526	SLC35E1	Predicted mitochondrial	NA
4411	Q96K37	ENSG00000127526	SLC35E1	Predicted mitochondrial	NA
4413	Q96KR6	ENSG00000124098	FAM210B	Predicted mitochondrial	NA
4415	Q96LL9	ENSG00000176410	DNAJC30	Known mitochondrial	NA
4416	Q96LU5	ENSG00000148950	IMMP1L	Known mitochondrial	NA
4419	Q96LW7	ENSG00000165233	CARD19	Predicted mitochondrial	NA
4420	Q96LW7	ENSG00000165233	CARD19	Predicted mitochondrial	NA
4421	Q96MF6	ENSG00000135469	COQ10A	Known mitochondrial	NA
4422	Q96MF6	ENSG00000135469	COQ10A	Known mitochondrial	NA
4423	Q96MF6	ENSG00000135469	COQ10A	Known mitochondrial	NA
4424	Q96N28	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
4425	Q96N28	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
4426	Q96NB2	ENSG00000156398	SFXN2	Predicted mitochondrial	NA
4427	Q96ND0	ENSG00000177150	FAM210A	Predicted mitochondrial	NA
4428	Q96NH3	ENSG00000146350	TBC1D32	Predicted mitochondrial	NA
4429	Q96NH3	ENSG00000146350	TBC1D32	Predicted mitochondrial	NA
4430	Q96NH3	ENSG00000146350	TBC1D32	Predicted mitochondrial	NA
4431	Q96NL0	ENSG00000105784	RUNDC3B	Predicted mitochondrial	NA
4432	Q96NL0	ENSG00000105784	RUNDC3B	Predicted mitochondrial	NA
4433	Q96NL0	ENSG00000105784	RUNDC3B	Predicted mitochondrial	NA
4434	Q96NL0	ENSG00000105784	RUNDC3B	Predicted mitochondrial	NA
4435	Q96NL0	ENSG00000105784	RUNDC3B	Predicted mitochondrial	NA
4453	Q96RL7	ENSG00000197969	VPS13A	Predicted mitochondrial	NA
4454	Q96RL7	ENSG00000197969	VPS13A	Predicted mitochondrial	NA
4455	Q96RL7	ENSG00000197969	VPS13A	Predicted mitochondrial	NA
4456	Q96RL7	ENSG00000197969	VPS13A	Predicted mitochondrial	NA
4467	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4468	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4469	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4470	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4471	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4472	Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
4476	Q96T52	ENSG00000184903	IMMP2L	Known mitochondrial	NA
4477	Q96T52	ENSG00000184903	IMMP2L	Known mitochondrial	NA
4514	Q9BPW8	ENSG00000184117	NIPSNAP1	Known mitochondrial	NA
4530	Q9BQA9	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
4531	Q9BQA9	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
4532	Q9BQC6	ENSG00000173141	MRPL57	Known mitochondrial	NA
4533	Q9BQD7	ENSG00000103254	FAM173A	Predicted mitochondrial	NA
4538	Q9BRR3	ENSG00000165152	TMEM246	Predicted mitochondrial	NA
4540	Q9BRU9	ENSG00000147679	UTP23	Predicted mitochondrial	NA
4541	Q9BRU9	ENSG00000147679	UTP23	Predicted mitochondrial	NA
4544	Q9BS92	ENSG00000165028	NIPSNAP3B	Predicted mitochondrial	NA
4546	Q9BSF4	ENSG00000142444	TIMM29	Predicted mitochondrial	NA
4548	Q9BSH5	ENSG00000119431	HDHD3	Known mitochondrial	NA
4549	Q9BSK2	ENSG00000171612	SLC25A33	Known mitochondrial	NA
4550	Q9BST8	ENSG00000149428	HYOU1	Predicted mitochondrial	NA
4554	Q9BSY4	ENSG00000125611	CHCHD5	Known mitochondrial	NA
4555	Q9BSY4	ENSG00000125611	CHCHD5	Known mitochondrial	NA
4560	Q9BTR4	ENSG00000076043	REXO2	Known mitochondrial	NA
4575	Q9BUE6	ENSG00000135070	ISCA1	Known mitochondrial	NA
4576	Q9BUE6	ENSG00000135070	ISCA1	Known mitochondrial	NA
4577	Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
4578	Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
4579	Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
4580	Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
4581	Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
4593	Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
4594	Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
