Protein	Gene.ID	Gene	Status	CAFA
Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
Q12849	ENSG00000132463	GRSF1	Known mitochondrial	Da
Q12849	ENSG00000132463	GRSF1	Known mitochondrial	Da
Q12887	ENSG00000006695	COX10	Known mitochondrial	Da
Q12887	ENSG00000006695	COX10	Known mitochondrial	Da
Q12931	ENSG00000126602	TRAP1	Known mitochondrial	Da
Q12931	ENSG00000126602	TRAP1	Known mitochondrial	Da
Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
Q12983	ENSG00000176171	BNIP3	Known mitochondrial	Da
Q13011	ENSG00000104823	ECH1	Known mitochondrial	Da
Q13057	ENSG00000068120	COASY	Known mitochondrial	Da
Q13057	ENSG00000068120	COASY	Known mitochondrial	Da
Q13084	ENSG00000086504	MRPL28	Known mitochondrial	Da
Q13162	ENSG00000123131	PRDX4	Known mitochondrial	Da
Q13232	ENSG00000103024	NME3	Predicted mitochondrial	Da
Q13268	ENSG00000100867	DHRS2	Known mitochondrial	Da
Q13268	ENSG00000100867	DHRS2	Known mitochondrial	Da
Q13405	ENSG00000149792	MRPL49	Known mitochondrial	Da
Q13423	ENSG00000112992	NNT	Known mitochondrial	Da
Q13454	ENSG00000104723	TUSC3	Predicted mitochondrial	Da
Q13454	ENSG00000104723	TUSC3	Predicted mitochondrial	Da
Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
Q13488	ENSG00000110719	TCIRG1	Predicted mitochondrial	Da
Q13488	ENSG00000110719	TCIRG1	Predicted mitochondrial	Da
Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
Q13509	ENSG00000258947	TUBB3	Known mitochondrial	Da
Q13509	ENSG00000258947	TUBB3	Known mitochondrial	Da
Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
Q13542	ENSG00000148730	EIF4EBP2	Predicted mitochondrial	NA
Q13637	ENSG00000118508	RAB32	Known mitochondrial	Da
Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
Q13686	ENSG00000100601	ALKBH1	Known mitochondrial	Da
Q13724	ENSG00000115275	MOGS	Predicted mitochondrial	Da
Q13724	ENSG00000115275	MOGS	Predicted mitochondrial	Da
Q13794	ENSG00000141682	PMAIP1	Known mitochondrial	Da
Q13794	ENSG00000141682	PMAIP1	Known mitochondrial	Da
Q13825	ENSG00000148090	AUH	Known mitochondrial	Da
Q13825	ENSG00000148090	AUH	Known mitochondrial	Da
Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
Q14061	ENSG00000138495	COX17	Known mitochondrial	Da
Q14154	ENSG00000081791	KIAA0141	Known mitochondrial	Da
Q14165	ENSG00000110917	MLEC	Predicted mitochondrial	Da
Q14197	ENSG00000167862	MRPL58	Known mitochondrial	Da
Q14249	ENSG00000167136	ENDOG	Known mitochondrial	NA
Q14257	ENSG00000117906	RCN2	Known mitochondrial	Da
Q14257	ENSG00000117906	RCN2	Known mitochondrial	Da
Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
Q14410	ENSG00000196475	GK2	Predicted mitochondrial	Da
Q14596	ENSG00000188554	NBR1	Known mitochondrial	Da
Q14596	ENSG00000188554	NBR1	Known mitochondrial	Da
Q14654	ENSG00000187486	KCNJ11	Known mitochondrial	Da
Q14654	ENSG00000187486	KCNJ11	Known mitochondrial	Da
Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
Q14CZ7	ENSG00000124279	FASTKD3	Known mitochondrial	Da
Q15005	ENSG00000118363	SPCS2	Predicted mitochondrial	Da
Q15006	ENSG00000104412	EMC2	Predicted mitochondrial	Da
Q15031	ENSG00000011376	LARS2	Known mitochondrial	Da
Q15046	ENSG00000065427	KARS	Known mitochondrial	Da
Q15046	ENSG00000065427	KARS	Known mitochondrial	Da
Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
Q15118	ENSG00000152256	PDK1	Known mitochondrial	Da
Q15118	ENSG00000152256	PDK1	Known mitochondrial	Da
Q15119	ENSG00000005882	PDK2	Known mitochondrial	Da
Q15119	ENSG00000005882	PDK2	Known mitochondrial	Da
Q15120	ENSG00000067992	PDK3	Known mitochondrial	Da
Q15120	ENSG00000067992	PDK3	Known mitochondrial	Da
Q15286	ENSG00000111737	RAB35	Known mitochondrial	Da
Q15286	ENSG00000111737	RAB35	Known mitochondrial	Da
Q15388	ENSG00000173726	TOMM20	Known mitochondrial	Da
Q15390	ENSG00000066855	MTFR1	Known mitochondrial	Da
Q15390	ENSG00000066855	MTFR1	Known mitochondrial	Da
Q15526	ENSG00000148290	SURF1	Known mitochondrial	Da
Q15526	ENSG00000148290	SURF1	Known mitochondrial	Da
Q15759	ENSG00000185386	MAPK11	Predicted mitochondrial	Da
Q15759	ENSG00000185386	MAPK11	Predicted mitochondrial	Da
Q15785	ENSG00000025772	TOMM34	Known mitochondrial	Da
Q15907	ENSG00000185236	RAB11B	Predicted mitochondrial	Da
Q15907	ENSG00000185236	RAB11B	Predicted mitochondrial	Da
Q16134	ENSG00000171503	ETFDH	Known mitochondrial	Da
Q16134	ENSG00000171503	ETFDH	Known mitochondrial	Da
Q16526	ENSG00000008405	CRY1	Known mitochondrial	NA
Q16540	ENSG00000214026	MRPL23	Known mitochondrial	Da
Q16559	ENSG00000186051	TAL2	Predicted mitochondrial	NA
Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
Q16611	ENSG00000030110	BAK1	Known mitochondrial	Da
Q16611	ENSG00000030110	BAK1	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
Q16654	ENSG00000004799	PDK4	Known mitochondrial	Da
Q16698	ENSG00000104325	DECR1	Known mitochondrial	Da
Q16698	ENSG00000104325	DECR1	Known mitochondrial	Da
Q16718	ENSG00000128609	NDUFA5	Known mitochondrial	Da
Q16718	ENSG00000128609	NDUFA5	Known mitochondrial	Da
Q16740	ENSG00000125656	CLPP	Known mitochondrial	Da
Q16762	ENSG00000128311	TST	Known mitochondrial	Da
Q16773	ENSG00000171097	KYAT1	Predicted mitochondrial	Da
Q16773	ENSG00000171097	KYAT1	Predicted mitochondrial	Da
Q16773	ENSG00000171097	KYAT1	Predicted mitochondrial	Da
Q16774	ENSG00000143774	GUK1	Known mitochondrial	Da
Q16774	ENSG00000143774	GUK1	Known mitochondrial	Da
Q16774	ENSG00000143774	GUK1	Known mitochondrial	Da
Q16775	ENSG00000063854	HAGH	Known mitochondrial	Da
Q16775	ENSG00000063854	HAGH	Known mitochondrial	Da
Q16775	ENSG00000063854	HAGH	Known mitochondrial	Da
Q16795	ENSG00000139180	NDUFA9	Known mitochondrial	Da
Q16798	ENSG00000151376	ME3	Known mitochondrial	Da
Q16798	ENSG00000151376	ME3	Known mitochondrial	Da
Q16822	ENSG00000100889	PCK2	Known mitochondrial	Da
Q16822	ENSG00000100889	PCK2	Known mitochondrial	Da
Q16836	ENSG00000138796	HADH	Known mitochondrial	Da
Q16836	ENSG00000138796	HADH	Known mitochondrial	Da
Q16836	ENSG00000138796	HADH	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16854	ENSG00000114956	DGUOK	Known mitochondrial	Da
Q16891	ENSG00000132305	IMMT	Known mitochondrial	Da
Q16891	ENSG00000132305	IMMT	Known mitochondrial	Da
Q16891	ENSG00000132305	IMMT	Known mitochondrial	Da
Q16891	ENSG00000132305	IMMT	Known mitochondrial	Da
Q2I378	ENSG00000205309	NT5M	Known mitochondrial	NA
Q2L696	ENSG00000070081	NUCB2	Known mitochondrial	NA
Q2M3C7	ENSG00000153820	SPHKAP	Known mitochondrial	Da
Q2M3C7	ENSG00000153820	SPHKAP	Known mitochondrial	Da
Q2PPL5	ENSG00000100416	TRMU	Known mitochondrial	NA
Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial	NA
Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial	NA
Q2VPK5	ENSG00000174177	CTU2	Predicted mitochondrial	Da
Q2VPK5	ENSG00000174177	CTU2	Predicted mitochondrial	Da
Q2VPK5	ENSG00000174177	CTU2	Predicted mitochondrial	Da
Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
Q32M84	ENSG00000138152	BTBD16	Predicted mitochondrial	NA
Q32M84	ENSG00000138152	BTBD16	Predicted mitochondrial	NA
Q32NB8	ENSG00000087157	PGS1	Known mitochondrial	Da
Q32NB8	ENSG00000087157	PGS1	Known mitochondrial	Da
Q32NB8	ENSG00000087157	PGS1	Known mitochondrial	Da
Q32NB8	ENSG00000087157	PGS1	Known mitochondrial	Da
Q32P41	ENSG00000126814	TRMT5	Known mitochondrial	Da
Q32Q12	ENSG00000011052	NME1-NME2	Predicted mitochondrial	NA
Q330K2	ENSG00000156170	NDUFAF6	Known mitochondrial	Da
Q330K2	ENSG00000156170	NDUFAF6	Known mitochondrial	Da
Q330K2	ENSG00000156170	NDUFAF6	Known mitochondrial	Da
Q38SD2	ENSG00000154237	LRRK1	Predicted mitochondrial	Da
Q38SD2	ENSG00000154237	LRRK1	Predicted mitochondrial	Da
Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
Q3MIT2	ENSG00000162927	PUS10	Predicted mitochondrial	NA
Q3MIX3	ENSG00000173137	ADCK5	Predicted mitochondrial	NA
Q3SXM5	ENSG00000103160	HSDL1	Predicted mitochondrial	NA
Q3SXM5	ENSG00000103160	HSDL1	Predicted mitochondrial	NA
Q3SY17	ENSG00000141437	SLC25A52	Known mitochondrial	NA
Q3SY69	ENSG00000136010	ALDH1L2	Known mitochondrial	Da
Q3SY69	ENSG00000136010	ALDH1L2	Known mitochondrial	Da
Q3SY69	ENSG00000136010	ALDH1L2	Known mitochondrial	Da
Q3T7B4	ENSG00000043514	TRIT1	Known mitochondrial	NA
Q3ZCQ8	ENSG00000105197	TIMM50	Known mitochondrial	Da
Q3ZCQ8	ENSG00000105197	TIMM50	Known mitochondrial	Da
Q3ZCQ8	ENSG00000105197	TIMM50	Known mitochondrial	Da
Q3ZCV2	ENSG00000162398	LEXM	Predicted mitochondrial	NA
Q3ZCV2	ENSG00000162398	LEXM	Predicted mitochondrial	NA
Q495G5	ENSG00000151611	MMAA	Known mitochondrial	NA
Q49AI2	ENSG00000137274	BPHL	Predicted mitochondrial	NA
Q49AI9	ENSG00000141338	ABCA8	Predicted mitochondrial	NA
Q49AM1	ENSG00000120832	MTERF2	Known mitochondrial	NA
Q49B96	ENSG00000240230	COX19	Known mitochondrial	Da
Q4G0I0	ENSG00000174109	C16orf91	Known mitochondrial	NA
Q4G0N4	ENSG00000152620	NADK2	Known mitochondrial	Da
Q4G0N4	ENSG00000152620	NADK2	Known mitochondrial	Da
Q4G0N4	ENSG00000152620	NADK2	Known mitochondrial	Da
Q4G176	ENSG00000176715	ACSF3	Known mitochondrial	Da
Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
Q4LEZ3	ENSG00000205002	AARD	Predicted mitochondrial	NA
Q4R9M9	ENSG00000054523	KIF1B	Known mitochondrial	NA
Q4TT34	ENSG00000103202	NME4	Known mitochondrial	NA
Q4U2R6	ENSG00000111639	MRPL51	Known mitochondrial	Da
Q4VAR0	ENSG00000160882	CYP11B1	Known mitochondrial	NA
Q4VC31	ENSG00000160124	CCDC58	Known mitochondrial	NA
Q50LG9	ENSG00000254402	LRRC24	Predicted mitochondrial	NA
Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial	NA
Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial	NA
Q53H12	ENSG00000006530	AGK	Known mitochondrial	Da
Q53H12	ENSG00000006530	AGK	Known mitochondrial	Da
Q53H82	ENSG00000147592	LACTB2	Predicted mitochondrial	Da
Q53R41	ENSG00000138399	FASTKD1	Known mitochondrial	Da
Q53R41	ENSG00000138399	FASTKD1	Known mitochondrial	Da
Q53S33	ENSG00000163170	BOLA3	Known mitochondrial	NA
Q53S33	ENSG00000163170	BOLA3	Known mitochondrial	NA
Q53S58	ENSG00000144120	TMEM177	Predicted mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
Q567V2	ENSG00000254858	MPV17L2	Known mitochondrial	Da
Q567V2	ENSG00000254858	MPV17L2	Known mitochondrial	Da
Q56VL3	ENSG00000145247	OCIAD2	Known mitochondrial	NA
Q56VL3	ENSG00000145247	OCIAD2	Known mitochondrial	NA
Q5BJH1	ENSG00000197746	PSAP	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
Q5BKU9	ENSG00000204237	OXLD1	Predicted mitochondrial	NA
Q5BKV1	ENSG00000100345	MYH9	Known mitochondrial	NA
Q5BKY1	ENSG00000198812	LRRC10	Known mitochondrial	NA
Q5CZC0	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
Q5CZC0	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
Q5EBM0	ENSG00000134326	CMPK2	Known mitochondrial	Da
Q5EBM0	ENSG00000134326	CMPK2	Known mitochondrial	Da
Q5EBM0	ENSG00000134326	CMPK2	Known mitochondrial	Da
Q5EBM0	ENSG00000134326	CMPK2	Known mitochondrial	Da
Q5H928	ENSG00000072506	HSD17B10	Known mitochondrial	NA
Q5H9E4	ENSG00000269743	SLC25A53	Known mitochondrial	NA
Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
Q5HYK3	ENSG00000110871	COQ5	Known mitochondrial	NA
Q5HYK3	ENSG00000110871	COQ5	Known mitochondrial	NA
Q5I0X7	ENSG00000183891	TTC32	Predicted mitochondrial	NA
Q5J9B1	ENSG00000140465	CYP1A1	Known mitochondrial	NA
Q5JP53	ENSG00000196230	TUBB	Predicted mitochondrial	NA
Q5JPH6	ENSG00000103356	EARS2	Known mitochondrial	Da
Q5JPH6	ENSG00000103356	EARS2	Known mitochondrial	Da
Q5JPU0	ENSG00000131828	PDHA1	Known mitochondrial	NA
Q5JPU3	ENSG00000131828	PDHA1	Known mitochondrial	NA
Q5JQF3	ENSG00000174740	PABPC5	Known mitochondrial	NA
Q5JR95	ENSG00000142937	RPS8	Predicted mitochondrial	NA
Q5JRR6	ENSG00000130985	UBA1	Known mitochondrial	NA
Q5JRX3	ENSG00000107959	PITRM1	Known mitochondrial	Da
Q5JRX3	ENSG00000107959	PITRM1	Known mitochondrial	Da
Q5JRX3	ENSG00000107959	PITRM1	Known mitochondrial	Da
Q5JTJ3	ENSG00000168275	COA6	Known mitochondrial	Da
Q5JTJ3	ENSG00000168275	COA6	Known mitochondrial	Da
Q5JTJ3	ENSG00000168275	COA6	Known mitochondrial	Da
Q5JTZ9	ENSG00000124608	AARS2	Known mitochondrial	Da
Q5JU23	ENSG00000136877	FPGS	Known mitochondrial	NA
Q5JXI2	ENSG00000022267	FHL1	Known mitochondrial	NA
Q5JYA8	ENSG00000120254	MTHFD1L	Known mitochondrial	NA
Q5K4L6	ENSG00000143554	SLC27A3	Predicted mitochondrial	Da
Q5K4L6	ENSG00000143554	SLC27A3	Predicted mitochondrial	Da
Q5K4L6	ENSG00000143554	SLC27A3	Predicted mitochondrial	Da
Q5QNZ2	ENSG00000116459	ATP5F1	Known mitochondrial	NA
Q5QPE7	ENSG00000125871	MGME1	Known mitochondrial	NA
Q5QPE8	ENSG00000125871	MGME1	Known mitochondrial	NA
Q5R211	ENSG00000021826	CPS1	Known mitochondrial	NA
Q5RI15	ENSG00000203667	COX20	Known mitochondrial	Da
Q5RI15	ENSG00000203667	COX20	Known mitochondrial	Da
Q5S007	ENSG00000188906	LRRK2	Known mitochondrial	Da
Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
Q5SRD1	ENSG00000204152	TIMM23B	Known mitochondrial	NA
Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
Q5ST81	ENSG00000196230	TUBB	Predicted mitochondrial	NA
Q5SVJ7	ENSG00000156113	KCNMA1	Known mitochondrial	NA
Q5SVJ8	ENSG00000156113	KCNMA1	Known mitochondrial	NA
Q5SVJ9	ENSG00000156113	KCNMA1	Known mitochondrial	NA
Q5SVS4	ENSG00000174032	SLC25A30	Known mitochondrial	NA
Q5SVS4	ENSG00000174032	SLC25A30	Known mitochondrial	NA
Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
Q5SWH9	ENSG00000159596	TMEM69	Predicted mitochondrial	NA
Q5SXM7	ENSG00000213221	DNLZ	Known mitochondrial	NA
Q5SXM8	ENSG00000213221	DNLZ	Known mitochondrial	NA
Q5SYU9	ENSG00000123453	SARDH	Known mitochondrial	NA
Q5SYV2	ENSG00000123453	SARDH	Known mitochondrial	NA
Q5SZR1	ENSG00000143436	MRPL9	Known mitochondrial	NA
Q5SZR4	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
Q5T0Q6	ENSG00000151640	DPYSL4	Predicted mitochondrial	NA
Q5T160	ENSG00000146282	RARS2	Known mitochondrial	Da
Q5T190	ENSG00000160688	FLAD1	Known mitochondrial	NA
Q5T191	ENSG00000160688	FLAD1	Known mitochondrial	NA
Q5T196	ENSG00000160688	FLAD1	Known mitochondrial	NA
Q5T1C6	ENSG00000159445	THEM4	Known mitochondrial	Da
Q5T2R2	ENSG00000148459	PDSS1	Known mitochondrial	Da
Q5T2R2	ENSG00000148459	PDSS1	Known mitochondrial	Da
Q5T2R2	ENSG00000148459	PDSS1	Known mitochondrial	Da
Q5T3I3	ENSG00000163382	NAXE	Known mitochondrial	NA
Q5T3I4	ENSG00000163382	NAXE	Known mitochondrial	NA
Q5T409	ENSG00000162946	DISC1	Known mitochondrial	NA
Q5T440	ENSG00000181873	IBA57	Known mitochondrial	NA
Q5T4B9	ENSG00000167113	COQ4	Known mitochondrial	NA
Q5T4U5	ENSG00000117054	ACADM	Known mitochondrial	NA
Q5T5E9	ENSG00000143374	TARS2	Known mitochondrial	NA
Q5T653	ENSG00000112651	MRPL2	Known mitochondrial	Da
Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
Q5T953	ENSG00000188483	IER5L	Predicted mitochondrial	NA
Q5T953	ENSG00000188483	IER5L	Predicted mitochondrial	NA
Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
Q5TAD8	ENSG00000152763	WDR78	Predicted mitochondrial	NA
Q5TAQ0	ENSG00000137288	UQCC2	Known mitochondrial	NA
Q5TBE2	ENSG00000135070	ISCA1	Known mitochondrial	NA
Q5TBE9	ENSG00000135070	ISCA1	Known mitochondrial	NA
Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
Q5TEA3	ENSG00000088854	C20orf194	Predicted mitochondrial	NA
Q5TEE8	ENSG00000026652	AGPAT4	Predicted mitochondrial	NA
Q5TEU4	ENSG00000101247	NDUFAF5	Known mitochondrial	Da
Q5TEU4	ENSG00000101247	NDUFAF5	Known mitochondrial	Da
Q5TF43	ENSG00000154930	ACSS1	Known mitochondrial	NA
Q5TGZ0	ENSG00000173436	MINOS1	Known mitochondrial	Da
Q5TGZ0	ENSG00000173436	MINOS1	Known mitochondrial	Da
Q5TI65	ENSG00000060762	MPC1	Known mitochondrial	NA
Q5U4N7	ENSG00000204183	GDF5OS	Known mitochondrial	NA
Q5U5X0	ENSG00000186687	LYRM7	Known mitochondrial	NA
Q5U5X8	ENSG00000139438	FAM222A	Predicted mitochondrial	NA
Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
Q5VTE6	ENSG00000174606	ANGEL2	Known mitochondrial	Da
Q5VTE6	ENSG00000174606	ANGEL2	Known mitochondrial	Da
Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
Q5VTU8	ENSG00000180389	ATP5EP2	Known mitochondrial	Da
Q5VUE5	ENSG00000203724	C1orf53	Predicted mitochondrial	NA
Q5VUM1	ENSG00000154079	SDHAF4	Known mitochondrial	NA
Q5VV87	ENSG00000143198	MGST3	Known mitochondrial	NA
Q5VV89	ENSG00000143198	MGST3	Known mitochondrial	NA
Q5VVL7	ENSG00000137992	DBT	Known mitochondrial	NA
Q5VW52	ENSG00000119927	GPAM	Known mitochondrial	NA
Q5VWG9	ENSG00000165632	TAF3	Predicted mitochondrial	Da
Q5VX84	ENSG00000143799	PARP1	Known mitochondrial	NA
Q5VX85	ENSG00000143799	PARP1	Known mitochondrial	NA
Q5XKP0	ENSG00000174917	C19orf70	Known mitochondrial	Da
Q658N2	ENSG00000179314	WSCD1	Predicted mitochondrial	NA
Q66K14	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
Q66K14	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
Q68CK6	ENSG00000066813	ACSM2B	Known mitochondrial	Da
Q68D72	ENSG00000166411	IDH3A	Known mitochondrial	NA
Q68DM5	ENSG00000076248	UNG	Known mitochondrial	NA
Q6AI08	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
Q6AI25	ENSG00000026652	AGPAT4	Predicted mitochondrial	NA
Q6BDS2	ENSG00000065060	UHRF1BP1	Predicted mitochondrial	NA
Q6DKK2	ENSG00000011295	TTC19	Known mitochondrial	Da
Q6GPH4	ENSG00000132530	XAF1	Predicted mitochondrial	Da
Q6GPH4	ENSG00000132530	XAF1	Predicted mitochondrial	Da
Q6GPH4	ENSG00000132530	XAF1	Predicted mitochondrial	Da
Q6GPH4	ENSG00000132530	XAF1	Predicted mitochondrial	Da
Q6GPH4	ENSG00000132530	XAF1	Predicted mitochondrial	Da
