"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"Disease"	"pLI"
"888"	"ENSG00000155542"	"SETD9"	"ENSG00000155542 ENSDARG00000074456 "	"SET domain containing 9"	"Known mitochondrial"	0.655258199	"MTS_Mean: 0.39878125 | HPA_NonMitochondria: 1 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.000533497554716758
"889"	"ENSG00000155792"	"DEPTOR"	"ENSG00000155792 ENSDARG00000040930 ENSMUSG00000022419 ENSRNOG00000004328 "	"DEP domain containing MTOR-interacting protein"	"Predicted mitochondrial"	0.801450927	"MTS_Mean: 0.03773125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.214 | "	""	NA	NA	NA	NA	0	0.000777355950659311
"890"	"ENSG00000155890"	"TRIM42"	"ENSG00000155890 ENSMUSG00000032451 ENSRNOG00000048975 "	"tripartite motif containing 42"	"Predicted mitochondrial"	0.857926991	"PMID26450961_Sum: 2 | MS_Brain_Sum: 2 | MTS_Mean: 0.1290125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | "	""	NA	NA	NA	NA	0	5.57634194724097e-15
"891"	"ENSG00000155906"	"RMND1"	"ENSG00000155906 ENSDARG00000027465 ENSMUSG00000019763 ENSRNOG00000019501 YDR282C "	"required for meiotic nuclear division 1 homolog"	"Known mitochondrial"	0.999999998	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 10 | PMID16582907_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.8062625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | "	"OMIM:614917"	"614922"	"Combined oxidative phosphorylation deficiency 11"	"R"	"MitoDis"	1	7.66495450662999e-07
"892"	"ENSG00000155970"	"MICU3"	"ENSG00000155970 ENSDARG00000074255 ENSMUSG00000039478 ENSRNOG00000012767 "	"mitochondrial calcium uptake family, member 3"	"Known mitochondrial"	0.999997509	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 6 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.915775 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.167 | "	"Characterised"	NA	NA	NA	NA	0	3.12316752281864e-06
"893"	"ENSG00000156026"	"MCU"	"ENSG00000156026 ENSDARG00000101175 ENSMUSG00000009647 ENSRNOG00000045920 "	"mitochondrial calcium uniporter"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MTS_Mean: 0.28139375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.75 | "	"Characterised"	NA	NA	NA	NA	0	0.980775509208689
"894"	"ENSG00000156113"	"KCNMA1"	"ENSG00000156113 ENSDARG00000079840 ENSMUSG00000063142 ENSRNOG00000005985 "	"potassium channel, calcium activated large conductance subfamily M alpha, member 1"	"Known mitochondrial"	0.0254461	"PMID26450961_Sum: 2 | MS_Brain_Sum: 1 | MTS_Mean: 0.05296875 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.125 | "	"Literature; PMID:23754429"	"609446"	"Generalized epilepsy and paroxysmal dyskinesia"	"D"	NA	1	0.999216602851545
"895"	"ENSG00000156170"	"NDUFAF6"	"ENSG00000156170 ENSDARG00000053652 ENSMUSG00000050323 ENSRNOG00000040040 "	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"	"Known mitochondrial"	0.999999951	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.59856875 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.0 | Comm_Mito_Ratio: 0.966 | "	"OMIM:612392"	"256000"	"Leigh syndrome"	"R"	"MitoDis"	1	2.90617936538145e-05
"896"	"ENSG00000156398"	"SFXN2"	"ENSG00000156398 ENSDARG00000017960 ENSMUSG00000025036 ENSRNOG00000049308 SPAC17G6.15c YOR271C "	"sideroflexin 2"	"Predicted mitochondrial"	0.999999574	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID12865426_liver_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 2 | MTS_Mean: 0.046 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 0.833 | "	""	NA	NA	NA	NA	0	0.00108457408549622
"897"	"ENSG00000156411"	"C14orf2"	"ENSG00000156411 ENSMUSG00000021290 ENSRNOG00000031802 "	"chromosome 14 open reading frame 2"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.073625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.923 | "	"Characterised"	NA	NA	NA	NA	0	0.658634629667739
"898"	"ENSG00000156467"	"UQCRB"	"ENSG00000156467 ENSDARG00000011146 ENSMUSG00000021520 ENSRNOG00000024967 SPCC737.02c YDR529C "	"ubiquinol-cytochrome c reductase binding protein"	"Known mitochondrial"	0.999999998	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12601808_placenta_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 3 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.42874375 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	"615158"	"Mitochondrial complex III deficiency, nuclear type 3"	"R"	"MitoDis"	1	0.206960117710418
"899"	"ENSG00000156469"	"MTERF3"	"ENSG00000156469 ENSDARG00000003207 ENSMUSG00000021519 ENSRNOG00000004492 "	"mitochondrial transcription termination factor 3"	"Known mitochondrial"	1	"PMID24708184_Sum: 2 | MS_Brain_Sum: 1 | MTS_Mean: 0.82103125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | "	"Characterised"	NA	NA	NA	NA	0	8.34343761139148e-06
"900"	"ENSG00000156482"	"RPL30"	"ENSG00000156482 ENSDARG00000035871 ENSMUSG00000058600 ENSRNOG00000005975 SPAC1250.05 YGL030W "	"ribosomal protein L30"	"Predicted mitochondrial"	0.892895568	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 3 | MTS_Mean: 0.37168125 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2.8 | Comm_Mito_Ratio: 0.913 | "	""	NA	NA	NA	NA	0	0.77479016788703
"901"	"ENSG00000156502"	"SUPV3L1"	"ENSG00000156502 ENSDARG00000077728 ENSMUSG00000020079 ENSRNOG00000000392 SPAC637.11 YPL029W "	"suppressor of var1, 3-like 1 (S. cerevisiae)"	"Known mitochondrial"	0.999999999	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.7069375 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.069 | "	"Characterised"	NA	NA	NA	NA	0	0.0338209971609747
"902"	"ENSG00000156510"	"HKDC1"	"ENSG00000156510 ENSDARG00000038703 ENSMUSG00000020080 ENSRNOG00000049045 "	"hexokinase domain containing 1"	"Predicted mitochondrial"	0.807770414	"MTS_Mean: 0.0274125 | HPA_Mitochondria: 1 | Comm_Mito_Ratio: 0.276 | "	""	NA	NA	NA	NA	0	1.84795215291941e-12
"903"	"ENSG00000156515"	"HK1"	"ENSG00000156515 ENSDARG00000039452 ENSMUSG00000037012 ENSRNOG00000046891 "	"hexokinase 1"	"Predicted mitochondrial"	0.999996742	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.085675 | HPA_Mitochondria: 1 | Comm_Mito_Ratio: 0.276 | "	""	"235700,605285"	"Hemolytic anemia due to hexokinase deficiency; Neuropathy, hereditary motor and sensory, Russe type"	"R"	NA	1	0.555733310453426
"904"	"ENSG00000156709"	"AIFM1"	"ENSG00000156709 ENSDARG00000058088 ENSMUSG00000036932 ENSRNOG00000006067 "	"apoptosis-inducing factor, mitochondrion-associated, 1"	"Known mitochondrial"	0.999999978	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 9 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 7 | MTS_Mean: 0.752375 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.833 | "	"Characterised"	"300816"	"Combined oxidative phosphorylation deficiency 6"	"XR"	NA	1	0.98463156763188
"905"	"ENSG00000156885"	"COX6A2"	"ENSG00000156885 ENSDARG00000054588 ENSMUSG00000030785 ENSRNOG00000019851 "	"cytochrome c oxidase subunit VIa polypeptide 2"	"Known mitochondrial"	0.999999974	"PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID12601808_placenta_0: 1 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.62546875 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.549091486087313
"906"	"ENSG00000156928"	"MALSU1"	"ENSG00000156928 ENSDARG00000091079 ENSMUSG00000029815 ENSRNOG00000009035 "	"mitochondrial assembly of ribosomal large subunit 1"	"Known mitochondrial"	0.999999999	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 6 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 1 | MTS_Mean: 0.96129375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.567 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	1.78046134626036e-08
"907"	"ENSG00000156958"	"GALK2"	"ENSG00000156958 ENSDARG00000004059 ENSMUSG00000027207 ENSRNOG00000009289 "	"galactokinase 2"	"Predicted mitochondrial"	0.846843938	"MTS_Mean: 0.1715625 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.091 | "	""	NA	NA	NA	NA	0	8.74120031890395e-06
"908"	"ENSG00000156990"	"RPUSD3"	"ENSG00000156990 ENSMUSG00000051169 ENSRNOG00000009084 "	"RNA pseudouridylate synthase domain containing 3"	"Known mitochondrial"	0.988912413	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.58755 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0003227735750223
"909"	"ENSG00000157036"	"EXOG"	"ENSG00000157036 ENSMUSG00000042787 ENSRNOG00000014801 "	"endo/exonuclease (5-3), endonuclease G-like"	"Known mitochondrial"	0.999999991	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 7 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 1 | MTS_Mean: 0.66043125 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.833 | "	"Characterised; APEX; PMID:25002142"	NA	NA	NA	NA	0	2.8645498363351e-08
"910"	"ENSG00000157184"	"CPT2"	"ENSG00000157184 ENSDARG00000038618 ENSMUSG00000028607 ENSRNOG00000012443 YAR035W "	"carnitine palmitoyltransferase 2"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.79543125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.864 | "	"Characterised; Metabolic model; "	"600649,608836,255110"	"Carnitine palmitoyltranferase II deficiency, infantile; Carnitine palmitoyltransferase II deficiency, lethal neonatal; Carnitine palmitoyltranferase II deficiency, late-onset"	"R"	"MitoDis"	1	4.77178075381137e-07
"911"	"ENSG00000157326"	"DHRS4"	"ENSG00000157326 ENSMUSG00000022210 ENSRNOG00000018239 "	"dehydrogenase/reductase (SDR family) member 4"	"Predicted mitochondrial"	1	"PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 4 | MTS_Mean: 0.7070375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.75 | "	""	NA	NA	NA	NA	0	0.121200513498066
"912"	"ENSG00000157379"	"DHRS1"	"ENSG00000157379 ENSDARG00000054300 ENSMUSG00000002332 ENSRNOG00000020264 "	"dehydrogenase/reductase (SDR family) member 1"	"Predicted mitochondrial"	0.991650245	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.39738125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.2 | "	""	NA	NA	NA	NA	0	2.40813512310606e-10
"913"	"ENSG00000158042"	"MRPL17"	"ENSG00000158042 ENSDARG00000075677 ENSMUSG00000030879 ENSRNOG00000019497 "	"mitochondrial ribosomal protein L17"	"Known mitochondrial"	0.999999999	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12865426_liver_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.75290625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.921 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.464121315693857
"914"	"ENSG00000158402"	"CDC25C"	"ENSG00000158402 ENSMUSG00000044201 ENSRNOG00000024008 "	"cell division cycle 25C"	"Known mitochondrial"	0.020587321	"MTS_Mean: 0.05615625 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.143 | "	"APEX; PMID:25002142"	NA	NA	NA	NA	0	3.00948392905045e-08
"915"	"ENSG00000158578"	"ALAS2"	"ENSG00000158578 ENSDARG00000038643 ENSMUSG00000025270 ENSRNOG00000000167 SPAC2F3.09 YDR232W "	"5-aminolevulinate synthase 2"	"Known mitochondrial"	0.999999947	"MTS_Mean: 0.66845625 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.962 | "	"Characterised"	"300751,300752"	"Anemia, sideroblastic, X-linked; Protoporphyria, erythropoietic, X-linked"	"XB"	"MitoDis"	1	0.970654597578417
"916"	"ENSG00000158792"	"SPATA2L"	"ENSG00000158792 ENSDARG00000068814 ENSMUSG00000033594 ENSRNOG00000016167 "	"spermatogenesis associated 2-like"	"Predicted mitochondrial"	0.810649465	"MTS_Mean: 0.1038875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.125 | "	""	NA	NA	NA	NA	0	0.0469218644980502
"917"	"ENSG00000158793"	"NIT1"	"ENSG00000158793 ENSDARG00000070116 ENSMUSG00000013997 ENSRNOG00000003881 SPBC651.02 YJL126W "	"nitrilase 1"	"Known mitochondrial"	0.999999022	"PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.566775 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.4 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.000861524962795638
"918"	"ENSG00000158828"	"PINK1"	"ENSG00000158828 ENSDARG00000001929 ENSMUSG00000028756 ENSRNOG00000015385 "	"PTEN induced putative kinase 1"	"Known mitochondrial"	0.999996088	"MTS_Mean: 0.87073125 | compartments_knowledge_difference: 0.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.95 | "	"Characterised"	"605909"	"Parkinson disease 6, early onset"	"B"	"MitoDis"	1	4.0835436809341e-07
"919"	"ENSG00000158864"	"NDUFS2"	"ENSG00000158864 ENSDARG00000007526 ENSMUSG00000013593 ENSRNOG00000038372 "	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)"	"Known mitochondrial"	0.999999984	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 2 | PMID12601808_placenta_0: 1 | PMID15501831_Sum: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 9 | MTS_Mean: 0.9490625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.0 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.966 | "	"Characterised; Metabolic model; "	"252010"	"Mitochondrial complex I deficiency"	"R"	"MitoDis"	1	0.99773539454649
"920"	"ENSG00000158882"	"TOMM40L"	"ENSG00000158882 ENSMUSG00000005674 ENSRNOG00000003398 "	"translocase of outer mitochondrial membrane 40 homolog (yeast)-like"	"Known mitochondrial"	0.996470656	"PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 8 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.21575625 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | "	"Characterised"	NA	NA	NA	NA	0	0.744035828405772
"921"	"ENSG00000159111"	"MRPL10"	"ENSG00000159111 ENSDARG00000045091 ENSMUSG00000001445 ENSRNOG00000009567 "	"mitochondrial ribosomal protein L10"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.623125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.875 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.288891351405341
